seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_10481	301	No terminal repeats	NA	1	11	0.5580	NA	0	0.0000	Unclassified
k127_12958	301	No terminal repeats	NA	1	11	0.5580	NA	0	0.0000	Unclassified
k127_14945	299	No terminal repeats	NA	1	11	0.5580	NA	0	0.0000	Unclassified
k127_33728	286	No terminal repeats	NA	1	11	0.5579	NA	0	0.0000	Unclassified
k127_22577	301	No terminal repeats	NA	1	11	0.5579	NA	0	0.0000	Unclassified
k127_14042	301	No terminal repeats	NA	1	11	0.5579	NA	0	0.0000	Unclassified
k127_8422	288	No terminal repeats	NA	1	11	0.5579	NA	0	0.0000	Unclassified
k127_28691	412	No terminal repeats	NA	2	11	0.5579	NA	0	0.0000	Unclassified
k127_1478	236	No terminal repeats	NA	1	11	0.5579	NA	0	0.0000	Unclassified
k127_8770	380	No terminal repeats	NA	2	11	0.5579	NA	0	0.0000	Unclassified
k127_4712	254	No terminal repeats	NA	1	11	0.5579	NA	0	0.0000	Unclassified
k127_32471	301	No terminal repeats	NA	2	11	0.5579	NA	0	0.0000	Unclassified
k127_42726	357	No terminal repeats	NA	1	11	0.5579	NA	0	0.0000	Unclassified
k127_8606	301	No terminal repeats	NA	0	11	0.5579	NA	0	0.0000	Unclassified
k127_41149	537	No terminal repeats	NA	3	11	0.5578	NA	0	0.0000	Unclassified
k127_7917	296	No terminal repeats	NA	1	11	0.5578	NA	0	0.0000	Unclassified
k127_16029	301	No terminal repeats	NA	1	11	0.5578	NA	0	0.0000	Unclassified
k127_10669	301	No terminal repeats	NA	1	11	0.5578	NA	0	0.0000	Unclassified
k127_6956	301	No terminal repeats	NA	1	11	0.5578	NA	0	0.0000	Unclassified
k127_16946	340	No terminal repeats	NA	1	11	0.5578	NA	0	0.0000	Unclassified
k127_8097	301	No terminal repeats	NA	1	11	0.5578	NA	0	0.0000	Unclassified
k127_27631	469	No terminal repeats	NA	2	11	0.5578	NA	0	0.0000	Unclassified
k127_35125	374	No terminal repeats	NA	3	11	0.5578	NA	0	0.0000	Unclassified
k127_20226	443	No terminal repeats	NA	1	11	0.5578	NA	0	0.0000	Unclassified
k127_30403	301	No terminal repeats	NA	2	11	0.5578	NA	0	0.0000	Unclassified
k127_29680	268	No terminal repeats	NA	1	4	0.5578	NA	0	0.0000	Unclassified
k127_43621	291	No terminal repeats	NA	1	15	0.5577	NA	0	0.0000	Unclassified
k127_10192	300	No terminal repeats	NA	2	11	0.5577	NA	0	0.0000	Unclassified
k127_12253	300	No terminal repeats	NA	1	11	0.5577	NA	0	0.0000	Unclassified
k127_18849	301	No terminal repeats	NA	1	11	0.5577	NA	0	0.0000	Unclassified
k127_26449	291	No terminal repeats	NA	1	11	0.5577	NA	0	0.0000	Unclassified
k127_23266	296	No terminal repeats	NA	1	11	0.5577	NA	1	1.7062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_19324	296	No terminal repeats	NA	1	11	0.5577	NA	0	0.0000	Unclassified
k127_15837	301	No terminal repeats	NA	2	11	0.5577	NA	0	0.0000	Unclassified
k127_37453	301	No terminal repeats	NA	1	11	0.5577	NA	0	0.0000	Unclassified
k127_38159	322	No terminal repeats	NA	2	11	0.5576	NA	0	0.0000	Unclassified
k127_38710	300	No terminal repeats	NA	1	11	0.5576	NA	0	0.0000	Unclassified
k127_20513	273	No terminal repeats	NA	1	15	0.5576	NA	0	0.0000	Unclassified
k127_34957	628	No terminal repeats	NA	1	11	0.5576	NA	0	0.0000	Unclassified
k127_30696	301	No terminal repeats	NA	1	11	0.5576	NA	0	0.0000	Unclassified
k127_12027	300	No terminal repeats	NA	1	11	0.5576	NA	0	0.0000	Unclassified
k127_19656	301	No terminal repeats	NA	1	11	0.5576	NA	0	0.0000	Unclassified
k127_31925	295	No terminal repeats	NA	1	11	0.5576	NA	0	0.0000	Unclassified
k127_8702	479	No terminal repeats	NA	1	11	0.5576	NA	0	0.0000	Unclassified
k127_17214	300	No terminal repeats	NA	1	11	0.5576	NA	0	0.0000	Unclassified
k127_15925	296	No terminal repeats	NA	1	11	0.5575	NA	0	0.0000	Unclassified
k127_41221	300	No terminal repeats	NA	1	11	0.5575	NA	0	0.0000	Unclassified
k127_39844	372	No terminal repeats	NA	1	11	0.5575	NA	0	0.0000	Unclassified
k127_39064	524	No terminal repeats	NA	1	11	0.5575	NA	0	1.3913	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_34442	362	No terminal repeats	NA	2	11	0.5575	NA	0	0.0000	Unclassified
k127_13004	301	No terminal repeats	NA	1	11	0.5575	NA	0	0.0000	Unclassified
k127_20679	301	No terminal repeats	NA	1	11	0.5575	NA	0	0.0000	Unclassified
k127_31640	301	No terminal repeats	NA	1	11	0.5574	NA	0	0.0000	Unclassified
k127_40642	301	No terminal repeats	NA	1	11	0.5574	NA	0	0.0000	Unclassified
k127_28621	439	No terminal repeats	NA	1	11	0.5574	NA	0	0.0000	Unclassified
k127_21011	284	No terminal repeats	NA	1	11	0.5574	NA	0	0.0000	Unclassified
k127_33322	301	No terminal repeats	NA	1	11	0.5574	NA	0	0.0000	Unclassified
k127_2477	564	No terminal repeats	NA	2	11	0.5574	NA	0	0.0000	Unclassified
k127_36177	297	No terminal repeats	NA	2	11	0.5574	NA	0	0.0000	Unclassified
k127_5754	301	No terminal repeats	NA	1	11	0.5574	NA	0	0.0000	Unclassified
k127_28792	300	No terminal repeats	NA	1	11	0.5574	NA	0	0.0000	Unclassified
k127_26324	301	No terminal repeats	NA	1	11	0.5573	NA	0	0.0000	Unclassified
k127_3223	253	No terminal repeats	NA	1	11	0.5573	NA	0	0.0000	Unclassified
k127_44590	470	No terminal repeats	NA	1	11	0.5573	NA	0	0.0000	Unclassified
k127_16067	300	No terminal repeats	NA	1	11	0.5573	NA	0	0.0000	Unclassified
k127_3576	301	No terminal repeats	NA	1	11	0.5573	NA	0	0.0000	Unclassified
k127_5862	445	No terminal repeats	NA	1	11	0.5573	NA	0	0.0000	Unclassified
k127_9486	346	No terminal repeats	NA	1	11	0.5573	NA	0	0.0000	Unclassified
k127_7281	300	No terminal repeats	NA	1	11	0.5573	NA	0	0.0000	Unclassified
k127_25131	414	No terminal repeats	NA	1	11	0.5573	NA	0	0.0000	Unclassified
k127_14283	452	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_12765	291	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_35443	410	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_35126	226	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_205	294	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_34847	262	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_17856	300	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_33025	283	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_28366	275	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_5223	300	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_14536	301	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_9274	298	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_25123	241	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_34305	228	No terminal repeats	NA	1	15	0.5572	NA	0	0.0000	Unclassified
k127_515	301	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_14288	296	No terminal repeats	NA	1	11	0.5572	NA	0	0.0000	Unclassified
k127_22522	251	No terminal repeats	NA	2	11	0.5571	NA	0	0.0000	Unclassified
k127_5403	300	No terminal repeats	NA	2	11	0.5571	NA	0	0.0000	Unclassified
k127_9123	297	No terminal repeats	NA	1	11	0.5571	NA	0	0.0000	Unclassified
k127_21485	301	No terminal repeats	NA	2	11	0.5571	NA	0	0.0000	Unclassified
k127_889	251	No terminal repeats	NA	2	11	0.5571	NA	0	0.0000	Unclassified
k127_26568	299	No terminal repeats	NA	1	11	0.5571	NA	0	0.0000	Unclassified
k127_39612	300	No terminal repeats	NA	2	11	0.5570	NA	0	0.0000	Unclassified
k127_43229	243	No terminal repeats	NA	1	11	0.5570	NA	0	0.0000	Unclassified
k127_43803	301	No terminal repeats	NA	1	11	0.5570	NA	0	0.0000	Unclassified
k127_9374	251	No terminal repeats	NA	1	11	0.5570	NA	0	0.0000	Unclassified
k127_39918	301	No terminal repeats	NA	1	11	0.5570	NA	0	0.0000	Unclassified
k127_23875	264	No terminal repeats	NA	1	11	0.5570	NA	0	0.0000	Unclassified
k127_1876	292	No terminal repeats	NA	2	11	0.5569	NA	0	0.0000	Unclassified
k127_2383	301	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_18508	260	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_27212	301	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_21400	301	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_5905	301	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_19802	298	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_8772	301	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_40451	288	No terminal repeats	NA	1	11	0.5569	NA	0	1.6207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_37749	416	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_44193	300	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_38874	300	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_19217	301	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_20021	300	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_7243	300	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_39497	301	No terminal repeats	NA	2	11	0.5569	NA	0	0.0000	Unclassified
k127_14894	565	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_12047	301	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_27206	301	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_36365	301	No terminal repeats	NA	1	11	0.5569	NA	0	0.0000	Unclassified
k127_9403	300	No terminal repeats	NA	1	11	0.5568	NA	0	0.0000	Unclassified
k127_18311	301	No terminal repeats	NA	1	11	0.5568	NA	0	0.0000	Unclassified
k127_28872	394	No terminal repeats	NA	2	11	0.5568	NA	0	0.0000	Unclassified
k127_17110	301	No terminal repeats	NA	2	11	0.5568	NA	0	0.0000	Unclassified
k127_43880	300	No terminal repeats	NA	2	11	0.5568	NA	0	0.0000	Unclassified
k127_17005	301	No terminal repeats	NA	1	11	0.5568	NA	0	0.0000	Unclassified
k127_42477	348	No terminal repeats	NA	1	11	0.5568	NA	0	0.0000	Unclassified
k127_8882	276	No terminal repeats	NA	1	11	0.5568	NA	0	0.0000	Unclassified
k127_32555	248	No terminal repeats	NA	1	11	0.5568	NA	0	0.0000	Unclassified
k127_1722	520	No terminal repeats	NA	2	11	0.5568	NA	0	1.2358	Unclassified
k127_15019	300	No terminal repeats	NA	1	11	0.5568	NA	0	0.0000	Unclassified
k127_6640	301	No terminal repeats	NA	2	11	0.5567	NA	0	0.0000	Unclassified
k127_7631	300	No terminal repeats	NA	1	11	0.5567	NA	0	0.0000	Unclassified
k127_25330	299	No terminal repeats	NA	1	11	0.5567	NA	0	0.0000	Unclassified
k127_29273	232	No terminal repeats	NA	1	11	0.5567	NA	0	0.0000	Unclassified
k127_6118	299	No terminal repeats	NA	1	11	0.5567	NA	0	0.0000	Unclassified
k127_23949	301	No terminal repeats	NA	1	11	0.5567	NA	0	0.0000	Unclassified
k127_36781	378	No terminal repeats	NA	1	11	0.5567	NA	0	0.0000	Unclassified
k127_35156	1172	No terminal repeats	NA	3	11	0.5567	NA	0	1.1604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_31244	300	No terminal repeats	NA	2	11	0.5567	NA	0	0.0000	Unclassified
k127_31694	276	No terminal repeats	NA	1	11	0.5567	NA	0	0.0000	Unclassified
k127_8901	301	No terminal repeats	NA	1	11	0.5567	NA	0	0.0000	Unclassified
k127_29224	292	No terminal repeats	NA	1	11	0.5566	NA	0	0.0000	Unclassified
k127_8794	301	No terminal repeats	NA	2	11	0.5566	NA	0	1.1815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_40494	274	No terminal repeats	NA	1	11	0.5566	NA	0	0.0000	Unclassified
k127_35753	300	No terminal repeats	NA	1	11	0.5566	NA	0	0.0000	Unclassified
k127_15454	300	No terminal repeats	NA	1	11	0.5566	NA	0	0.0000	Unclassified
k127_32974	339	No terminal repeats	NA	2	11	0.5566	NA	0	0.0000	Unclassified
k127_5124	295	No terminal repeats	NA	0	11	0.5566	NA	0	0.0000	Unclassified
k127_36005	301	No terminal repeats	NA	1	11	0.5566	NA	0	0.0000	Unclassified
k127_31366	300	No terminal repeats	NA	1	11	0.5566	NA	0	0.0000	Unclassified
k127_17036	301	No terminal repeats	NA	2	11	0.5566	NA	0	0.0000	Unclassified
k127_42896	408	No terminal repeats	NA	2	11	0.5566	NA	0	0.0000	Unclassified
k127_18058	300	No terminal repeats	NA	1	11	0.5566	NA	0	0.0000	Unclassified
k127_36209	301	No terminal repeats	NA	1	11	0.5566	NA	0	0.0000	Unclassified
k127_40661	295	No terminal repeats	NA	1	11	0.5565	NA	0	0.0000	Unclassified
k127_13273	300	No terminal repeats	NA	1	11	0.5565	NA	0	0.0000	Unclassified
k127_44774	341	No terminal repeats	NA	1	11	0.5565	NA	0	1.4322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_20955	300	No terminal repeats	NA	1	11	0.5565	NA	0	0.0000	Unclassified
k127_39052	295	No terminal repeats	NA	1	11	0.5565	NA	0	0.0000	Unclassified
k127_43486	548	No terminal repeats	NA	3	11	0.5565	NA	0	0.0000	Unclassified
k127_12521	300	No terminal repeats	NA	1	11	0.5565	NA	0	0.0000	Unclassified
k127_30923	377	No terminal repeats	NA	1	11	0.5565	NA	0	0.0000	Unclassified
k127_5652	274	No terminal repeats	NA	1	11	0.5565	NA	0	0.0000	Unclassified
k127_41385	231	No terminal repeats	NA	1	11	0.5565	NA	0	0.0000	Unclassified
k127_5830	296	No terminal repeats	NA	1	11	0.5565	NA	0	0.0000	Unclassified
k127_28751	294	No terminal repeats	NA	1	11	0.5564	NA	0	0.0000	Unclassified
k127_24607	293	No terminal repeats	NA	1	11	0.5564	NA	0	0.0000	Unclassified
k127_30580	300	No terminal repeats	NA	2	11	0.5564	NA	0	0.0000	Unclassified
k127_27103	301	No terminal repeats	NA	1	11	0.5564	NA	0	0.0000	Unclassified
k127_478	301	No terminal repeats	NA	2	11	0.5564	NA	0	0.0000	Unclassified
k127_11915	299	No terminal repeats	NA	1	11	0.5564	NA	0	0.0000	Unclassified
k127_14259	385	No terminal repeats	NA	2	4	0.5564	NA	0	0.0000	Unclassified
k127_8531	294	No terminal repeats	NA	1	11	0.5564	NA	0	1.5634	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_41156	267	No terminal repeats	NA	1	11	0.5564	NA	0	0.0000	Unclassified
k127_7068	296	No terminal repeats	NA	1	11	0.5564	NA	0	0.0000	Unclassified
k127_25154	301	No terminal repeats	NA	1	11	0.5564	NA	0	0.0000	Unclassified
k127_43374	320	No terminal repeats	NA	1	11	0.5564	NA	0	1.7135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_42971	298	No terminal repeats	NA	1	11	0.5564	NA	0	0.0000	Unclassified
k127_10375	445	No terminal repeats	NA	2	11	0.5564	NA	0	0.0000	Unclassified
k127_8383	301	No terminal repeats	NA	1	11	0.5563	NA	0	0.0000	Unclassified
k127_43756	293	No terminal repeats	NA	1	11	0.5563	NA	0	0.0000	Unclassified
k127_16028	300	No terminal repeats	NA	1	11	0.5563	NA	0	0.0000	Unclassified
k127_13067	295	No terminal repeats	NA	2	11	0.5563	NA	0	0.0000	Unclassified
k127_5248	301	No terminal repeats	NA	2	11	0.5563	NA	0	0.0000	Unclassified
k127_40799	291	No terminal repeats	NA	1	11	0.5563	NA	0	0.0000	Unclassified
k127_38522	300	No terminal repeats	NA	1	11	0.5563	NA	0	0.0000	Unclassified
k127_33179	300	No terminal repeats	NA	1	11	0.5562	NA	0	0.0000	Unclassified
k127_40739	297	No terminal repeats	NA	1	11	0.5562	NA	0	0.0000	Unclassified
k127_11027	282	No terminal repeats	NA	1	11	0.5562	NA	0	0.0000	Unclassified
k127_732	285	No terminal repeats	NA	3	11	0.5562	NA	0	0.0000	Unclassified
k127_33102	294	No terminal repeats	NA	1	11	0.5561	NA	0	0.0000	Unclassified
k127_39481	750	No terminal repeats	NA	2	11	0.5561	NA	0	0.0000	Unclassified
k127_5029	301	No terminal repeats	NA	1	11	0.5561	NA	0	0.0000	Unclassified
k127_35091	412	No terminal repeats	NA	1	11	0.5561	NA	0	0.0000	Unclassified
k127_29191	301	No terminal repeats	NA	2	11	0.5561	NA	0	0.0000	Unclassified
k127_16282	272	No terminal repeats	NA	1	11	0.5561	NA	0	0.0000	Unclassified
k127_42272	301	No terminal repeats	NA	1	11	0.5561	NA	0	0.0000	Unclassified
k127_5986	280	No terminal repeats	NA	1	11	0.5561	NA	0	0.0000	Unclassified
k127_18018	300	No terminal repeats	NA	1	11	0.5561	NA	0	0.0000	Unclassified
k127_3385	334	No terminal repeats	NA	2	11	0.5561	NA	0	0.0000	Unclassified
k127_15787	300	No terminal repeats	NA	1	11	0.5561	NA	0	0.0000	Unclassified
k127_15552	258	No terminal repeats	NA	1	11	0.5560	NA	0	0.0000	Unclassified
k127_24097	517	No terminal repeats	NA	1	11	0.5560	NA	0	0.0000	Unclassified
k127_21809	301	No terminal repeats	NA	1	11	0.5560	NA	0	0.0000	Unclassified
k127_13943	299	No terminal repeats	NA	2	11	0.5560	NA	0	0.0000	Unclassified
k127_27689	301	No terminal repeats	NA	2	11	0.5560	NA	0	0.0000	Unclassified
k127_40952	422	No terminal repeats	NA	1	11	0.5560	NA	0	0.0000	Unclassified
k127_497	301	No terminal repeats	NA	1	11	0.5560	NA	0	0.0000	Unclassified
k127_43284	300	No terminal repeats	NA	2	11	0.5560	NA	0	0.0000	Unclassified
k127_23824	300	No terminal repeats	NA	2	11	0.5560	NA	0	0.0000	Unclassified
k127_23184	300	No terminal repeats	NA	1	11	0.5560	NA	0	1.7074	Unclassified
k127_24425	299	No terminal repeats	NA	1	11	0.5560	NA	0	0.0000	Unclassified
k127_43835	301	No terminal repeats	NA	1	11	0.5560	NA	0	0.0000	Unclassified
k127_14608	232	No terminal repeats	NA	1	11	0.5559	NA	0	0.0000	Unclassified
k127_7750	273	No terminal repeats	NA	2	11	0.5559	NA	0	0.0000	Unclassified
k127_2531	301	No terminal repeats	NA	1	11	0.5559	NA	0	0.0000	Unclassified
k127_24143	420	No terminal repeats	NA	1	11	0.5559	NA	0	0.0000	Unclassified
k127_12369	300	No terminal repeats	NA	1	11	0.5559	NA	0	0.0000	Unclassified
k127_2655	248	No terminal repeats	NA	1	11	0.5559	NA	0	0.0000	Unclassified
k127_13443	301	No terminal repeats	NA	1	11	0.5559	NA	0	0.0000	Unclassified
k127_38098	289	No terminal repeats	NA	2	11	0.5559	NA	0	0.0000	Unclassified
k127_2395	300	No terminal repeats	NA	2	11	0.5559	NA	0	0.0000	Unclassified
k127_33062	301	No terminal repeats	NA	2	11	0.5559	NA	0	0.0000	Unclassified
k127_16281	287	No terminal repeats	NA	1	11	0.5559	NA	0	0.0000	Unclassified
k127_12546	301	No terminal repeats	NA	1	11	0.5559	NA	0	0.0000	Unclassified
k127_40255	273	No terminal repeats	NA	1	11	0.5559	NA	0	0.0000	Unclassified
k127_42878	301	No terminal repeats	NA	1	11	0.5559	NA	0	0.0000	Unclassified
k127_4610	300	No terminal repeats	NA	1	11	0.5559	NA	0	0.0000	Unclassified
k127_17695	294	No terminal repeats	NA	1	11	0.5559	NA	0	0.0000	Unclassified
k127_28954	300	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_26249	243	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_37826	300	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_6086	230	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_11555	300	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_5175	524	No terminal repeats	NA	2	11	0.5558	NA	0	0.0000	Unclassified
k127_16224	301	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_13381	300	No terminal repeats	NA	0	11	0.5558	NA	0	0.0000	Unclassified
k127_42759	301	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_39298	300	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_7503	296	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_13394	300	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_3443	301	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_22033	300	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_6625	290	No terminal repeats	NA	1	11	0.5558	NA	0	0.0000	Unclassified
k127_44544	390	No terminal repeats	NA	1	11	0.5557	NA	0	0.0000	Unclassified
k127_37893	301	No terminal repeats	NA	2	11	0.5557	NA	0	0.0000	Unclassified
k127_3315	263	No terminal repeats	NA	1	11	0.5557	NA	0	0.0000	Unclassified
k127_6188	296	No terminal repeats	NA	1	11	0.5557	NA	0	0.0000	Unclassified
k127_10703	300	No terminal repeats	NA	1	11	0.5557	NA	0	0.0000	Unclassified
k127_20487	301	No terminal repeats	NA	1	11	0.5557	NA	0	0.0000	Unclassified
k127_13481	296	No terminal repeats	NA	2	11	0.5557	NA	0	0.0000	Unclassified
k127_26645	301	No terminal repeats	NA	1	11	0.5557	NA	0	0.0000	Unclassified
k127_11219	300	No terminal repeats	NA	1	11	0.5557	NA	0	0.0000	Unclassified
k127_43856	301	No terminal repeats	NA	1	11	0.5557	NA	0	0.0000	Unclassified
k127_12741	300	No terminal repeats	NA	2	11	0.5557	NA	0	0.0000	Unclassified
k127_11528	291	No terminal repeats	NA	0	11	0.5556	NA	0	0.0000	Unclassified
k127_26815	300	No terminal repeats	NA	1	11	0.5556	NA	0	0.0000	Unclassified
k127_18748	301	No terminal repeats	NA	1	11	0.5556	NA	0	0.0000	Unclassified
k127_42416	290	No terminal repeats	NA	1	11	0.5556	NA	0	0.0000	Unclassified
k127_17666	301	No terminal repeats	NA	1	11	0.5556	NA	0	0.0000	Unclassified
k127_5273	295	No terminal repeats	NA	1	11	0.5556	NA	0	0.0000	Unclassified
k127_42324	292	No terminal repeats	NA	1	11	0.5556	NA	0	0.0000	Unclassified
k127_3530	301	No terminal repeats	NA	1	11	0.5556	NA	0	0.0000	Unclassified
k127_42346	301	No terminal repeats	NA	1	11	0.5555	NA	0	0.0000	Unclassified
k127_24935	300	No terminal repeats	NA	2	11	0.5555	NA	0	0.0000	Unclassified
k127_604	427	No terminal repeats	NA	1	11	0.5555	NA	0	0.0000	Unclassified
k127_42391	300	No terminal repeats	NA	1	11	0.5555	NA	0	0.0000	Unclassified
k127_4559	301	No terminal repeats	NA	2	11	0.5555	NA	0	0.0000	Unclassified
k127_37867	503	No terminal repeats	NA	3	11	0.5555	NA	0	0.0000	Unclassified
k127_23914	301	No terminal repeats	NA	2	11	0.5555	NA	0	0.0000	Unclassified
k127_6802	295	No terminal repeats	NA	1	11	0.5555	NA	0	0.0000	Unclassified
k127_25012	297	No terminal repeats	NA	1	11	0.5555	NA	0	0.0000	Unclassified
k127_2064	300	No terminal repeats	NA	1	11	0.5555	NA	0	0.0000	Unclassified
k127_42781	462	No terminal repeats	NA	1	11	0.5555	NA	0	0.0000	Unclassified
k127_43058	299	No terminal repeats	NA	1	11	0.5554	NA	0	0.0000	Unclassified
k127_34779	301	No terminal repeats	NA	1	11	0.5554	NA	1	1.3160	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_36283	301	No terminal repeats	NA	1	11	0.5554	NA	0	0.0000	Unclassified
k127_12229	300	No terminal repeats	NA	1	11	0.5554	NA	0	0.0000	Unclassified
k127_31304	301	No terminal repeats	NA	1	11	0.5554	NA	0	1.3942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_33776	295	No terminal repeats	NA	1	11	0.5554	NA	0	0.0000	Unclassified
k127_12581	301	No terminal repeats	NA	1	11	0.5554	NA	0	0.0000	Unclassified
